task,method,seed,case_id,success,strict_success,final_error,angle_error,steps,planning_time_ms,total_cost,train_loss,val_multistep_error,koopman_open_loop_error,tube_cost,max_tube
unicycle,vanilla_mbd_true,0,case_0,True,True,0.07663903104146388,0.1471935945219096,167,72.57668488703578,4182.417434692383,nan,nan,nan,nan,nan
unicycle,dk_mbd,0,case_0,False,False,3.421851972397315,1.4893129591773704,180,37.71558942195649,219046.9500427246,0.007854289625986265,0.007408690173178911,0.08218002648035845,nan,nan
unicycle,bk_mbd,0,case_0,True,True,0.07614556581515927,0.020375867847287843,66,88.08651257475668,2895.4305667877197,5.706545450196315e-06,4.409671419125516e-06,0.0019864061367784753,1.9987475262266217,90.46248626708984
unicycle,vanilla_mbd_true,0,case_1,True,True,0.051170620173685274,0.10679149499347407,94,74.34648754412031,1718.566430091858,nan,nan,nan,nan,nan
unicycle,dk_mbd,0,case_1,False,False,9.126099826562482,2.12015172076271,180,38.45613542814843,516089.7619628906,0.007854289625986265,0.007408690173178911,0.08218002648035845,nan,nan
unicycle,bk_mbd,0,case_1,True,True,0.07066045514313764,0.19888940457481707,88,88.98717306808315,1831.0985188484192,5.706545450196315e-06,4.409671419125516e-06,0.0019864061367784753,0.6743530128218912,41.74586486816406
unicycle,vanilla_mbd_true,0,case_2,True,True,0.07902737056533198,0.18842819642190012,91,77.84404020991872,2349.378053665161,nan,nan,nan,nan,nan
unicycle,dk_mbd,0,case_2,False,False,1.67184974123155,0.6351395472001267,180,36.04602341721248,25197.354522705078,0.007854289625986265,0.007408690173178911,0.08218002648035845,nan,nan
unicycle,bk_mbd,0,case_2,True,True,0.07945248313387512,0.08301867932778029,166,86.87113483677652,3580.966152191162,5.706545450196315e-06,4.409671419125516e-06,0.0019864061367784753,0.7542733297003321,89.32803344726562
unicycle,vanilla_mbd_true,0,case_3,True,True,0.06800983163788457,0.06364620815000066,144,73.83911975678832,3109.5319080352783,nan,nan,nan,nan,nan
unicycle,dk_mbd,0,case_3,False,False,2.3033607629847697,1.1937872365658695,180,38.609109699933065,184149.6879272461,0.007854289625986265,0.007408690173178911,0.08218002648035845,nan,nan
unicycle,bk_mbd,0,case_3,True,True,0.07165252900664419,0.04291223787416776,67,86.99447053846028,2049.811008453369,5.706545450196315e-06,4.409671419125516e-06,0.0019864061367784753,1.6507293937455363,91.04341888427734
unicycle,vanilla_mbd_true,1,case_0,True,True,0.07144324546666403,0.004222999574537312,152,76.0694155530808,3888.744752883911,nan,nan,nan,nan,nan
unicycle,dk_mbd,1,case_0,False,False,1.0058622133829214,0.987173371108315,180,37.65220521147259,29754.16845703125,0.007947247905226855,0.007233983371406794,0.08122624593787364,nan,nan
