model=bilinear r=20 N=800 S=5 sigma=1.2->0.3 T=15 seeds=[3]
cells 15 x seeds 1 x targets 10 = 150 trials -> /home/home/mbd/koopman/mbd_koopman/exper/out/d_a_s3/trials.jsonl
  loaded phys_bilinear_r20_seed3.pt
[1/150] a=0.4    fixed0.3  s3 t0 err=0.0870 steps=120 N_eff= 793.7 -> miss
[129/150] a=0.025  fixed0.8  s3 t8 err=0.0180 steps= 17 N_eff= 122.4 -> STRICT
[130/150] a=0.025  fixed0.8  s3 t9 err=0.0069 steps= 22 N_eff=  71.2 -> STRICT
[131/150] a=0.025  fixed1.2  s3 t0 err=0.0128 steps= 12 N_eff=  40.5 -> STRICT
[132/150] a=0.025  fixed1.2  s3 t1 err=0.0178 steps= 20 N_eff=  35.4 -> STRICT
[133/150] a=0.025  fixed1.2  s3 t2 err=0.0081 steps= 17 N_eff=  28.0 -> STRICT
[134/150] a=0.025  fixed1.2  s3 t3 err=0.0052 steps= 65 N_eff=  46.5 -> STRICT
[135/150] a=0.025  fixed1.2  s3 t4 err=0.0064 steps=  8 N_eff=  46.4 -> STRICT
[136/150] a=0.025  fixed1.2  s3 t5 err=0.0067 steps= 26 N_eff=  96.2 -> STRICT
[137/150] a=0.025  fixed1.2  s3 t6 err=0.0080 steps= 20 N_eff=  32.8 -> STRICT
[138/150] a=0.025  fixed1.2  s3 t7 err=0.0081 steps=  8 N_eff=  50.4 -> STRICT
[139/150] a=0.025  fixed1.2  s3 t8 err=0.0294 steps= 20 N_eff=  55.7 -> STRICT
[140/150] a=0.025  fixed1.2  s3 t9 err=0.0268 steps= 45 N_eff=  27.9 -> STRICT
[141/150] a=0.025  anneal    s3 t0 err=0.0104 steps= 13 N_eff= 520.6 -> STRICT
[142/150] a=0.025  anneal    s3 t1 err=0.0087 steps= 11 N_eff= 507.0 -> STRICT
[143/150] a=0.025  anneal    s3 t2 err=0.0130 steps= 14 N_eff= 466.0 -> STRICT
[144/150] a=0.025  anneal    s3 t3 err=0.0077 steps= 17 N_eff= 561.5 -> STRICT
[145/150] a=0.025  anneal    s3 t4 err=0.0114 steps= 10 N_eff= 561.4 -> STRICT
[146/150] a=0.025  anneal    s3 t5 err=0.0069 steps= 26 N_eff= 682.5 -> STRICT
[147/150] a=0.025  anneal    s3 t6 err=0.0106 steps= 18 N_eff= 496.9 -> STRICT
[148/150] a=0.025  anneal    s3 t7 err=0.0080 steps=  7 N_eff= 578.7 -> STRICT
[149/150] a=0.025  anneal    s3 t8 err=0.0087 steps= 13 N_eff= 580.4 -> STRICT
[150/150] a=0.025  anneal    s3 t9 err=0.0046 steps= 20 N_eff= 470.5 -> STRICT

done -> /home/home/mbd/koopman/mbd_koopman/exper/out/d_a_s3/trials.jsonl
