task,method,seed,case_id,success,strict_success,final_error,angle_error,steps,planning_time_ms,total_cost,train_loss,val_multistep_error,koopman_open_loop_error,tube_cost,max_tube
franka,bk_mbd,0,target_0,True,True,0.021130562536322155,nan,70,63.18089246882924,69.93467622995377,0.0035333103267475964,0.0036121883895248175,0.05410404359339893,0.0030670513834272113,15.408610343933105
franka,bk_mbd,0,target_1,True,True,0.023713659551163484,nan,66,60.60568591100023,68.24248719215393,0.0035333103267475964,0.0036121883895248175,0.05410404359339893,0.0030453140836773493,9.946980476379395
franka,bk_mbd,0,target_2,True,True,0.022695128305040817,nan,48,62.92727008500757,55.57826542854309,0.0035333103267475964,0.0036121883895248175,0.05410404359339893,0.002930115675926209,5.315793514251709
franka,bk_mbd,0,target_3,True,True,0.017412882281519302,nan,22,60.631536455316976,27.70620173215866,0.0035333103267475964,0.0036121883895248175,0.05410404359339893,0.005548181412436745,21.657154083251953
franka,bk_mbd,0,target_4,True,True,0.02349571036226952,nan,27,63.03834258923652,31.602622091770172,0.0035333103267475964,0.0036121883895248175,0.05410404359339893,0.004302526791890463,28.875436782836914
franka,bk_mbd,0,target_5,True,True,0.023797071613441342,nan,57,65.2498565409986,59.3410941362381,0.0035333103267475964,0.0036121883895248175,0.05410404359339893,0.0030563631526210853,22.691749572753906
franka,bk_mbd,0,target_6,True,True,0.02440113153233836,nan,29,65.91960365466517,30.601995766162872,0.0035333103267475964,0.0036121883895248175,0.05410404359339893,0.002950132409457503,5.648840427398682
franka,bk_mbd,1,target_0,True,True,0.023651940278860934,nan,34,67.5570523873081,38.960046887397766,0.0037118911277502775,0.0035458493512123823,0.053066061911480916,0.0037858713206122903,17.497802734375
franka,bk_mbd,1,target_1,True,True,0.022500212973041164,nan,42,67.76546952425547,45.753309190273285,0.0037118911277502775,0.0035458493512123823,0.053066061911480916,0.0035417495772952124,16.340314865112305
franka,bk_mbd,1,target_2,True,True,0.023332054619410434,nan,46,64.78566182878517,50.922518730163574,0.0037118911277502775,0.0035458493512123823,0.053066061911480916,0.003225630872145943,5.142000198364258
franka,bk_mbd,1,target_3,True,True,0.017919061757528477,nan,26,67.38282742802627,30.577089726924896,0.0037118911277502775,0.0035458493512123823,0.053066061911480916,0.005003266679323637,30.954866409301758
franka,bk_mbd,1,target_4,True,True,0.021304462232401365,nan,30,72.5119183305651,35.00956177711487,0.0037118911277502775,0.0035458493512123823,0.053066061911480916,0.004052603327433268,13.659082412719727
franka,bk_mbd,1,target_5,True,True,0.024870270594268128,nan,49,64.61521951310641,52.45798683166504,0.0037118911277502775,0.0035458493512123823,0.053066061911480916,0.0033284800315389828,12.71981143951416
franka,bk_mbd,1,target_6,True,True,0.02110926915315719,nan,33,63.70186911557209,36.053467094898224,0.0037118911277502775,0.0035458493512123823,0.053066061911480916,0.002902602698586204,4.4953436851501465
