method,num_trials,success_rate,final_error_mean,final_error_std,final_error_mean_success,planning_time_ms_mean,koopman_open_loop_error_mean,tube_cost_mean,max_tube
vanilla_mbd_true,35,1.0,0.02312504450019232,0.0013280304294610243,0.02312504450019232,112.93253603328967,nan,nan,nan
dk_mbd,35,0.0,0.7289633880076495,0.3994160912543212,nan,43.43715231677162,0.0859190744520412,nan,nan
dk_mbd_split,35,1.0,0.0230351020392656,0.0013684655336168635,0.0230351020392656,48.96249112946655,0.0033259130822050997,nan,nan
bk_mbd,35,1.0,0.023617121639240707,0.0009419090974799624,0.023617121639240707,68.797889411875,0.06030770782140602,0.01396291582463435,691.4308471679688
