task,method,seed,case_id,success,strict_success,final_error,angle_error,steps,planning_time_ms,total_cost,train_loss,val_multistep_error,koopman_open_loop_error,tube_cost,max_tube
arm,vanilla_mbd_true,0,target_0,True,True,0.02237307691278966,nan,60,172.90767368394881,67.4071521833539,nan,nan,nan,nan,nan
arm,vanilla_mbd_true,0,target_0,True,True,0.02237307691278966,nan,60,113.22079743258655,67.4071521833539,nan,nan,nan,nan,nan
arm,vanilla_mbd_true,0,target_1,True,True,0.02406219088402234,nan,59,117.44152830708457,69.56042577140033,nan,nan,nan,nan,nan
arm,vanilla_mbd_true,0,target_2,True,True,0.023533819531750336,nan,63,114.71446220659547,53.82882172614336,nan,nan,nan,nan,nan
arm,vanilla_mbd_true,0,target_3,True,True,0.02407128516608854,nan,61,111.4281094442198,80.24002800136805,nan,nan,nan,nan,nan
arm,vanilla_mbd_true,0,target_4,True,True,0.02239268667210853,nan,61,107.2454173117876,42.34119624271989,nan,nan,nan,nan,nan
arm,vanilla_mbd_true,0,target_5,True,False,0.026291419383755683,nan,120,111.50290539953858,202.47373598441482,nan,nan,nan,nan,nan
arm,vanilla_mbd_true,0,target_6,True,True,0.022860273570530533,nan,70,114.40554704251034,33.134256429970264,nan,nan,nan,nan,nan
arm,dk_mbd,0,target_0,False,False,0.3978666877625785,nan,120,45.85121602479679,694.2608678340912,0.0093295494094491,0.008990691974759102,0.08590380677373237,nan,nan
arm,dk_mbd,0,target_1,False,False,0.936412099552609,nan,120,51.31594785101091,1270.749412536621,0.0093295494094491,0.008990691974759102,0.08590380677373237,nan,nan
arm,dk_mbd,0,target_2,False,False,0.28737379315190514,nan,120,48.66802995869269,424.628526866436,0.0093295494094491,0.008990691974759102,0.08590380677373237,nan,nan
arm,dk_mbd,0,target_3,False,False,0.6070819180675524,nan,120,48.45331673277542,678.9217021465302,0.0093295494094491,0.008990691974759102,0.08590380677373237,nan,nan
arm,dk_mbd,0,target_4,False,False,0.49260869784458905,nan,120,43.6769126157742,367.5711948275566,0.0093295494094491,0.008990691974759102,0.08590380677373237,nan,nan
arm,dk_mbd,0,target_5,False,False,0.8062809743507295,nan,120,40.98584621679038,1599.0449352264404,0.0093295494094491,0.008990691974759102,0.08590380677373237,nan,nan
arm,dk_mbd,0,target_6,False,False,1.0333838946933036,nan,120,38.08840449200943,973.5731616020203,0.0093295494094491,0.008990691974759102,0.08590380677373237,nan,nan
arm,bk_mbd,0,target_0,False,False,0.23183258659548137,nan,120,61.60979710014848,351.3128751516342,0.0038444030331447722,0.004282394889742136,0.05892683767409565,0.28568750198682147,10.152287483215332
arm,bk_mbd,0,target_1,False,False,0.23721217847012951,nan,120,58.40201119038587,339.77338564395905,0.0038444030331447722,0.004282394889742136,0.05892683767409565,0.2588059993584951,11.242361068725586
arm,bk_mbd,0,target_2,False,False,0.25342361978156264,nan,120,72.19747139994676,296.53025674819946,0.0038444030331447722,0.004282394889742136,0.05892683767409565,0.2855513434410096,9.863668441772461
arm,bk_mbd,0,target_3,False,False,0.3687079309745329,nan,120,64.80135484986629,449.67995834350586,0.0038444030331447722,0.004282394889742136,0.05892683767409565,0.23575835450490315,7.859954833984375
arm,bk_mbd,0,target_4,False,False,0.21739127498089994,nan,120,60.70647375114883,238.67520546913147,0.0038444030331447722,0.004282394889742136,0.05892683767409565,0.2283766575654348,6.819823741912842
arm,bk_mbd,0,target_5,False,False,0.26373815051232,nan,120,59.81415558295945,949.6232397556305,0.0038444030331447722,0.004282394889742136,0.05892683767409565,0.3432280995845795,15.546679496765137
arm,bk_mbd,0,target_6,False,False,0.15304922870284138,nan,120,58.334950858261436,163.2322477698326,0.0038444030331447722,0.004282394889742136,0.05892683767409565,0.21030716554323833,7.569059371948242
